ticker,ticker_full,name_yahoo,exchange,quote_type,currency,financial_currency,sector,industry,industry_key,summary,employees,website,hq_country,hq_city,hq_state,price,mcap_yahoo,shares_outstanding,float_shares,volume_avg,volume_avg_10d,beta,revenue_info,ebitda_info,gross_margin,operating_margin,profit_margin,total_cash,total_debt_info,held_insiders,held_institutions,analysts,revenue_stmt,cost_of_revenue,gross_profit,ebitda_stmt,operating_income,net_income,revenue_year,construction_in_progress,net_ppe,gross_ppe,total_assets,cash_and_equiv,total_debt,stockholders_equity,balance_year,capex,stock_issuance,operating_cf,free_cf,exploration_spend,cashflow_year,fetch_status,fetch_note,fetched_at
HGODB,HGODB.AX,Kantra Copper Ltd,ASX,EQUITY,AUD,AUD,Basic Materials,Copper,copper,"Kantra Copper Ltd engages in the operation, exploration, and development of mineral properties in Australia. It primarily explores for copper, gold, and silver deposits. The company's project is the Kanmantoo Copper mine located approximately 55 kilometres from Adelaide, South Australia; and owns an 80% interest in the Mutooroo Copper Project in South Australia's Curnamona Province. The company was formerly know as Hillgrove Resources Limited and change its name to Kantra Copper Ltd in August 2026. Kantra Copper Ltd was incorporated in 2000 and is headquartered in Unley, Australia.",,https://kantra.com,Australia,Unley,SA,1.08,254831424,235955001,2605731684,687626,386207,1.332,203032000,46151000,0.35761002,0.17139,0.0922,32535000,4099000,0.27025998,0.08331,,167632000.0,686000.0,166946000.0,26510000.0,13835000.0,92000.0,2025,846000.0,112563000.0,273369000.0,150244000.0,20953000.0,4590000.0,96029000.0,2025,-40311000.0,42950000.0,,-19909000.0,,2025,ok,,2026-09-02T10:16:20
HIO,HIO.AX,Hawsons Iron Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Other Industrial Metals & Mining,other-industrial-metals-mining,"Hawsons Iron Limited engages in mineral exploration and development activities in Australia. Its flagship project is the 100% owned Hawsons Iron project located in Broken Hill, New South Wales. The company was formerly known as Carpentaria Resources Limited and changed its name to Hawsons Iron Limited in August 2021. Hawsons Iron Limited was incorporated in 2000 and is based in Brisbane, Australia.",,https://hawsons.com.au,Australia,Brisbane,QLD,0.01,13781353,1378135247,1047476456,1236187,244001,,7467,-1549756,1.0,-119.98848,0.0,498102,133551,0.12785,0.0,,,,,-1927293.0,-2080622.0,-2038347.0,2025,,60472169.0,60472169.0,61151954.0,202450.0,1132310.0,59415591.0,2025,-1464146.0,250000.0,,-3410795.0,,2025,ok,,2026-09-02T10:16:23
HLX,HLX.AX,Helix Resources Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Other Industrial Metals & Mining,other-industrial-metals-mining,"Helix Resources Limited engages in the mineral exploration business in Australia. It explores for copper, gold, iron ore, nickel, cobalt, and other base metals. The company was incorporated in 1985 and is based in Perth, Australia.",,https://www.helixresources.com.au,Australia,Perth,WA,0.025,4811119,192444755,104704814,316984,284143,2.324,35951,-888058,1.0,-23.293402,0.0,748924,164768,0.42317,0.0,,,,,-1159603.0,-1294728.0,-1180933.0,2024,,18209456.0,18523435.0,21876749.0,2744903.0,336938.0,21267342.0,2024,-4548626.0,2828669.0,,-5608830.0,,2024,ok,,2026-09-02T10:16:25
HMG,HMG.AX,Hamelin Gold Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Gold,gold,"Hamelin Gold Limited operates as a mineral exploration company in the Western Tanami and Yilgarn regions of Western Australia. The company holds 100% interest in the West Tanami Gold Project covering 2,277 square kilometers of gold province located in Western Australia. Hamelin Gold Limited was incorporated in 2021 and is based in Subiaco, Australia.",,https://hamelingold.com.au,Australia,Subiaco,WA,0.23,57012276,247879463,82565675,326653,788651,1.161,2939,-1201049,1.0,-4109.3164,0.0,3634851,0,0.47939998,0.03644,,,,,-1499042.0,-1645676.0,-1327136.0,2024,,18711225.0,18966152.0,23751073.0,4910670.0,,23261947.0,2024,-3310666.0,4750000.0,,-3872041.0,,2024,ok,,2026-09-02T10:16:28
HMX,HMX.AX,Hammer Metals Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Other Precious Metals & Mining,other-precious-metals-mining,"Hammer Metals Limited engages in the exploration and extraction of mineral resources in Australia. It explores for iron oxide, copper, cobalt, rhenum, and gold deposits, as well as for molybdenum ores. The company holds 100% interests in the Mount Isa project that comprise Kalman, Elaine, Overlander, Jubilee, Lakeview, and Southern exploration deposits covering an area of approximately 3000 square kilometers within the Mount Isa mining district, as well as a 51% interest in the Jubilee deposit. It also holds a 100% interest in the Bronzewing South gold project covering approximately 290 square kilometers of tenements located in the Yandal greenstone Belt of Western Australia. The company was formerly known as Midas Resources Limited and changed its name to Hammer Metals Limited in April 2014. Hammer Metals Limited was incorporated in 2000 and is based in West Perth, Australia.",,https://hammermetals.com.au,Australia,West Perth,WA,0.081,72313456,892758700,573582830,4333865,2841643,2.054,141033,-1431505,1.0,-32.37778,0.0,1530850,1052590,0.36016,0.0,,,,,-2818990.0,-2311396.0,-2923316.0,2025,,28047841.0,28267565.0,34386435.0,2583350.0,141289.0,33369648.0,2025,-3456506.0,220000.0,,-4013195.0,,2025,ok,,2026-09-02T10:16:30
HOR,HOR.AX,Horseshoe Metals Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Other Industrial Metals & Mining,other-industrial-metals-mining,"Horseshoe Metals Limited engages in the development, exploration, and evaluation of mineral properties in Australia. It primarily explores for copper and gold deposits. The company owns 100% interests in the Horseshoe Lights Copper-Gold Project that comprises of tenements covering an area of approximately 340 square kilometers located in Bryah Basin region of Western Australia. Horseshoe Metals Limited was incorporated in 2006 and is based in West Perth, Australia.",,https://www.horseshoemetals.com.au,Australia,West Perth,WA,0.03,22500272,750009075,378541696,190880,162953,0.494,250119,-1478529,1.0,-7.6549296,0.0,52617,2219901,0.46339,0.0,,250000.0,,250000.0,-1478529.0,-1493357.0,-1676199.0,2025,,9789953.0,10064992.0,10115317.0,27617.0,1703999.0,-1357614.0,2025,-583416.0,851000.0,,-1129898.0,,2025,ok,,2026-09-02T10:16:33
HRE,HRE.AX,Heavy Rare Earths Limited,ASX,EQUITY,AUD,AUD,Energy,Uranium,uranium,"Heavy Rare Earths Limited engages in the exploration and development of uranium projects in Western Australia and South Australia. It explores for uranium, rare earth, and scandium deposits. Heavy Rare Earths Limited was incorporated in 2021 and is headquartered in Melbourne, Australia.",,https://hreltd.com.au,Australia,Melbourne,VIC,0.044,10517491,239033882,99479722,286237,660268,0.602,89735,,1.0,-37.148067,0.0,1326010,0,0.44612,0.0,,312168.0,,312168.0,-1343394.0,-1343394.0,-1308284.0,2024,,3362524.0,3362524.0,1020641.0,957586.0,,730530.0,2023,-2430815.0,150.0,,-1166616.0,,2023,ok,,2026-09-02T10:16:35
HRN,HRN.AX,Horizon Gold Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Gold,gold,"Horizon Gold Limited engages in the exploration and evaluation of gold deposits in Australia. Its flagship project is the 100% owned Gum Creek gold project covering an area of approximately 663 square kilometers, located in the Yilgarn Craton in Western Australia. The company was incorporated in 2016 and is based in West Perth, Australia. Horizon Gold Limited is a subsidiary of Zeta Resources Limited.",1,https://www.horizongold.com.au,Australia,West Perth,WA,1.12,218167616,194792509,50681093,46611,67688,0.574,,-1234000,0.0,0.0,0.0,4412000,0,0.70036006,0.12514,3,,,,-1097000.0,-1202000.0,-1705000.0,2024,,41748000.0,41748000.0,44104000.0,219000.0,41000.0,31956000.0,2024,-1832000.0,1839000.0,,-2587000.0,,2024,ok,,2026-09-02T10:16:37
HTM,HTM.AX,High-Tech Metals Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Other Industrial Metals & Mining,other-industrial-metals-mining,"High-Tech Metals Limited engages in the acquisition, exploration, and evaluation of mineral resource properties in Australia and Canada. It explores cobalt, copper, gold, and nickel deposits. The company holds 100% interest in the Werner Lake cobalt project, which consists of the Werner Lake Old Mine deposit and the Wener Lake West Cobalt deposit located in north-western Ontario, Canada. It also holds 100% interest in Mt Fisher project and 51% Mt Eureka gold project, which covers an area of 1,150 square kilometers located in the Northern Goldfields of Western Australia. High-Tech Metals Limited was incorporated in 2022 and is based in Subiaco, Australia.",,https://hightechmetals.com.au,Australia,Subiaco,WA,0.25,26319956,105279825,43768840,84054,25988,0.316,-21542,-972803,0.0,-119.862976,0.0,990512,12103,0.30207002,0.0,,,,,-661900.0,-822086.0,-737581.0,2024,,1995942.0,2093394.0,3745187.0,206921.0,113737.0,3474916.0,2024,-829542.0,4768000.0,,-1737076.0,,2024,ok,,2026-09-02T10:16:40
HVY,HVY.AX,Heavy Minerals Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Other Industrial Metals & Mining,other-industrial-metals-mining,"Heavy Minerals Limited engages in the exploration and development of industrial mineral resource projects in Australia, Mauritius, and Mozambique. It explores for industrial garnet, ilmenite, zircon, leucoxene, rutile, and other mineral deposits. The company's primary project is 100% owned the Port Gregory Garnet project that covers an area of 227.28 square kilometers located near the North of Geraldton, Western Australia. It also holds interests in Red Hill Prospect, located in Geraldton. Heavy Minerals Limited was incorporated in 2021 and is based in Belmont, Australia.",,https://www.heavyminerals.com,Australia,Belmont,WA,0.345,25320790,73393592,43351908,43572,88997,0.673,40647,-1630161,1.0,-34.682518,0.0,38365,2826123,0.43205002,0.0,,,,,-1049211.0,-1175001.0,-1146912.0,2024,,4001313.0,4086928.0,4402088.0,47484.0,853395.0,3256097.0,2024,-766117.0,438076.0,,-1382781.0,,2024,ok,,2026-09-02T10:16:42
HWK,HWK.AX,Hawk Resources Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Other Industrial Metals & Mining,other-industrial-metals-mining,"Hawk Resources Limited engages in the exploration of critical and precious metals in Australia and Brazil. It explores for copper, gold, lithium, zinc, lead, and silver deposits. The company holds an interest in the Cactus project, which covers an area of 27 square kilometers located southwest of Salt Lake City in western Utah. In addition, it holds a 100% interest in the Brazil Lithium project, covering an area of 472 square kilometers located in Minas Gerais, eastern Brazil. The company was formerly known as Alderan Resources Limited and changed its name to Hawk Resources Limited in November 2024. The company was incorporated in 2013 and is based in Melbourne, Australia.",,https://hawkresources.com.au,Australia,Melbourne,VIC,0.035,24149408,689983131,183240424,2357678,2896189,0.279,,-1603503,0.0,0.0,0.0,1010055,0,0.17345,0.04631,,,,,-6338573.0,-6372032.0,-6362945.0,2024,,4805625.0,5247620.0,5042840.0,119404.0,,4807544.0,2024,-4278182.0,1727154.0,,-1752372.0,,2022,ok,,2026-09-02T10:16:45
HZR,HZR.AX,Hazer Group Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Chemicals,chemicals,"Hazer Group Limited operates as a clean technology development company in Australia. The company commercializes the Hazer Process, a low emission hydrogen and graphite production process technology. It company enables the conversion of natural gas and similar feedstocks into hydrogen and graphite using iron ore as a process catalyst. The company serves the industrial hydrogen, hydrogen mobility, and synthetic graphite markets. The company was incorporated in 2010 and is based in Perth, Australia.",,https://hazergroup.com.au,Australia,Perth,WA,0.33,88389792,267847838,239822919,169060,104609,0.495,2872002,-10753729,1.0,-3.42634,0.0,10681433,104423,0.12217,0.014989999,1,19571.0,,19571.0,-10208759.0,-13609708.0,-10377975.0,2026,,69114.0,69114.0,13550954.0,10669237.0,104423.0,10351029.0,2026,-156651.0,3684247.0,,-5400298.0,,2026,ok,,2026-09-02T10:16:47
I88,I88.AX,Infini Resources Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Other Industrial Metals & Mining,other-industrial-metals-mining,"Infini Resources Limited engages in the exploration of mineral properties in Australia and Canada. The company explores for lithium, uranium, and niobium deposits. Its flagship property is the Portland Creek project covering approximately 149 square kilometers located in Precambrian Long-Range Complex of the Humber TectonicStratigraphic zone. The company was incorporated in 2021 and is based in Perth, Australia.",,https://www.infiniresources.com.au,Australia,Perth,WA,0.12,12984868,108207236,69279280,119561,78895,1.688,2550160,1298575,1.0,-0.80342,-1.73271,11956233,41499,0.35252,0.011879999,,,,,-1489751.0,-1556702.0,-1530521.0,2024,,6024274.0,6052679.0,8267372.0,2017483.0,150820.0,7747350.0,2024,-1971553.0,5850000.0,,-3039474.0,,2024,ok,,2026-09-02T10:16:49
IBR,IBR.AX,Iron Bear Resources Ltd,ASX,EQUITY,AUD,AUD,Basic Materials,Other Industrial Metals & Mining,other-industrial-metals-mining,"Iron Bear Resources Ltd, together with its subsidiaries, engages in the investment, exploration, and evaluation of mineral properties in Australia. The company explores for nickel, lithium, iron, copper, platinum group elements, and gold deposits. Its flagship project is the Iron Bear iron ore project located in the Labrador Trough, Canada. The company was formerly known as Cyclone Metals Limited and changed its name to Iron Bear Resources Ltd in January 2026. Iron Bear Resources Ltd was incorporated in 2000 and is based in West Leederville, Australia.",,https://www.ironbearresources.com,Australia,West Leederville,WA,0.049,54206412,1106253248,725250722,1522554,896076,2.215,8539,-4247470,1.0,-522.6421,854.8092,15221372,303890,0.25676,0.00169,,20000.0,,20000.0,-4714802.0,-2252123.0,-5262018.0,2024,,6520475.0,8201763.0,12111976.0,115524.0,2274384.0,8311046.0,2024,-1678569.0,1340000.0,,-2546525.0,,2024,ok,,2026-09-02T10:16:52
ICL,ICL.AX,Iceni Gold Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Gold,gold,"Iceni Gold Limited focuses on acquiring, exploring, and developing gold projects in Western Australia. Its principal property consists of the 14 Mile Well project that includes 5 granted exploration licenses, 143 granted prospecting licenses, 7 prospecting licenses, and 2 mining leases covering an area of approximately 600 square kilometres located in the Eastern Goldfields region, Western Australia. Iceni Gold Limited was incorporated in 2020 and is based in West Perth, Australia.",,https://www.icenigold.com.au,Australia,West Perth,WA,0.021,9154052,435907235,178718672,273860,512805,1.404,504643,-2250986,1.0,-0.98165,0.0,1568953,14506,0.43578,0.0,,,,,-188994.0,-1142210.0,-230024.0,2024,,24714142.0,25203323.0,28315114.0,3295678.0,247115.0,27456664.0,2024,-2609958.0,4208000.0,,-3112191.0,,2024,ok,,2026-09-02T10:16:54
IDA,IDA.AX,Indiana Resources Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Other Precious Metals & Mining,other-precious-metals-mining,"Indiana Resources Limited engages in the exploration of rare earth elements, gold, and base metals in Australia. It primarily holds 100% interests in the Gawler Craton gold project that covers an area of 5,713 square kilometers located in South Australia. The company was formerly known as IMX Resources Limited and changed its name to Indiana Resources Limited in June 2016. The company was incorporated in 1985 and is based in Adelaide, Australia.",,https://indianaresources.com.au,Australia,Adelaide,SA,0.022,14173114,644232458,463783487,1090006,672941,0.275,-91480000,45400000,0.0,-3.44877,0.0,33766000,0,0.31577998,0.021540001,,,,,-4344000.0,-4403000.0,-4174000.0,2024,,6418000.0,6551000.0,8170000.0,1394000.0,32000.0,6875000.0,2024,-527000.0,4918000.0,,-4725000.0,,2024,ok,,2026-09-02T10:16:57
